prompt,completion,guess,stage,secret
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
CRANE: C(x) R(x) A(-) N(x) E(x)
HAUFS: H(✓) A(✓) U(x) F(x) S(x)
TATTY: T(x) A(✓) T(x) T(x) Y(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>I know H is at position 1, A is at position 2. The word contains A but in different positions. I can eliminate U, Y, F. Let me choose a word that satisfies these constraints.</think><guess>HALWA</guess>",HALWA,mid_game,HAMBA
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
NOULD: N(x) O(✓) U(x) L(x) D(x)
WIFTY: W(x) I(x) F(x) T(x) Y(x)
WORDY: W(x) O(✓) R(x) D(x) Y(x)
GYALS: G(x) Y(x) A(x) L(x) S(✓)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>With so many constraints identified, there are only a handful of valid words remaining. I'll pick the one that best fits.</think><guess>JOOKS</guess>",JOOKS,late_game,JOOKS
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:",<think>Beginning with a balanced mix of vowels and consonants in common positions.</think><guess>DEPTH</guess>,DEPTH,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
BOURD: B(-) O(x) U(x) R(x) D(x)
TREAT: T(x) R(x) E(x) A(-) T(x)
REGAL: R(x) E(x) G(x) A(-) L(-)
GHYLL: G(x) H(x) Y(-) L(-) L(x)
UNCUS: U(x) N(x) C(x) U(x) S(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>With so many constraints identified, there are only a handful of valid words remaining. I'll pick the one that best fits.</think><guess>LAMBY</guess>",LAMBY,late_game,LAMBY
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
ENSEW: E(x) N(x) S(-) E(✓) W(x)
WALTY: W(x) A(✓) L(x) T(x) Y(x)
PYATS: P(x) Y(x) A(-) T(x) S(✓)
LAMES: L(x) A(✓) M(✓) E(✓) S(✓)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>Combining all the position and letter information, I can deduce the most probable answer.</think><guess>KAMES</guess>",KAMES,late_game,KAMES
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
HINAU: H(-) I(-) N(-) A(x) U(x)
DASHY: D(x) A(x) S(-) H(-) Y(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>The word contains I, S but in different positions. I can eliminate D, U, Y. Let me choose a word that satisfies these constraints.</think><guess>THINS</guess>",THINS,mid_game,CHINS
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:","<think>Let me begin with a word that has high-frequency letters like E, A, R, S, and T.</think><guess>CRUDE</guess>",CRUDE,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
FIXED: F(x) I(x) X(x) E(✓) D(✓)
TROGS: T(x) R(x) O(-) G(x) S(x)
GYOZA: G(x) Y(x) O(-) Z(x) A(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>I know E is at position 4, D is at position 5. The word contains O but in different positions. I can eliminate Y, G, F. Let me choose a word that satisfies these constraints.</think><guess>BODED</guess>",BODED,mid_game,DOMED
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
ZINGS: Z(x) I(x) N(x) G(x) S(✓)
PIOUS: P(x) I(x) O(x) U(x) S(✓)
SWIES: S(x) W(x) I(x) E(-) S(✓)
WROTE: W(x) R(x) O(x) T(✓) E(-)
RIVAS: R(x) I(x) V(x) A(x) S(✓)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>With so many constraints identified, there are only a handful of valid words remaining. I'll pick the one that best fits.</think><guess>KELTS</guess>",KELTS,late_game,KELTS
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:","<think>Let me begin with a word that has high-frequency letters like E, A, R, S, and T.</think><guess>STICK</guess>",STICK,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:",<think>Starting with a word containing multiple vowels will help narrow down possibilities quickly.</think><guess>TALAQ</guess>,TALAQ,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
FOLDS: F(x) O(-) L(x) D(x) S(x)
GLIAL: G(x) L(x) I(-) A(x) L(x)
BOYOS: B(x) O(x) Y(x) O(✓) S(x)
RUDIE: R(x) U(x) D(x) I(-) E(-)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>Based on all the feedback, I can narrow down the possibilities to very few words. Let me choose the most likely candidate.</think><guess>EIKON</guess>",EIKON,late_game,EIKON
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
KNURS: K(x) N(x) U(x) R(x) S(x)
ENDED: E(x) N(x) D(x) E(x) D(x)
VUGGS: V(✓) U(x) G(x) G(x) S(x)
BRINE: B(x) R(x) I(-) N(x) E(x)
DUMPY: D(x) U(x) M(x) P(x) Y(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>After eliminating so many options, the answer should be clear from the remaining constraints.</think><guess>VOLTI</guess>",VOLTI,late_game,VIVAT
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:",<think>Beginning with a balanced mix of vowels and consonants in common positions.</think><guess>TOYON</guess>,TOYON,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:","<think>Let me begin with a word that has high-frequency letters like E, A, R, S, and T.</think><guess>CUBES</guess>",CUBES,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
CIDER: C(x) I(✓) D(x) E(-) R(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>I know I is at position 2. The word contains E but in different positions. I can eliminate D, R, C. Let me choose a word that satisfies these constraints.</think><guess>LIANE</guess>",LIANE,mid_game,LIENS
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:","<think>Let me begin with a word that has high-frequency letters like E, A, R, S, and T.</think><guess>CREEK</guess>",CREEK,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
AVERT: A(-) V(-) E(x) R(-) T(x)
BOGLE: B(x) O(x) G(x) L(x) E(x)
INEPT: I(-) N(x) E(x) P(x) T(x)
LAURA: L(x) A(✓) U(x) R(-) A(x)
ATRIA: A(-) T(x) R(✓) I(✓) A(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>With so many constraints identified, there are only a handful of valid words remaining. I'll pick the one that best fits.</think><guess>VARIX</guess>",VARIX,late_game,VARIX
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
AVELS: A(-) V(x) E(x) L(✓) S(x)
FANES: F(x) A(✓) N(x) E(x) S(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>I know L is at position 4, A is at position 2. The word contains A but in different positions. I can eliminate F, S, N. Let me choose a word that satisfies these constraints.</think><guess>HALLO</guess>",HALLO,mid_game,PAOLO
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:","<think>Let me begin with a word that has high-frequency letters like E, A, R, S, and T.</think><guess>TRONK</guess>",TRONK,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
SYLVA: S(-) Y(x) L(x) V(x) A(x)
PARKY: P(x) A(x) R(✓) K(x) Y(x)
PECKE: P(x) E(x) C(x) K(x) E(x)
SOCAS: S(-) O(x) C(x) A(x) S(x)
LORES: L(x) O(x) R(✓) E(x) S(-)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>Combining all the position and letter information, I can deduce the most probable answer.</think><guess>FIRST</guess>",FIRST,late_game,FIRST
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
COSEY: C(x) O(x) S(x) E(x) Y(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>I can eliminate Y, S, C. Let me choose a word that satisfies these constraints.</think><guess>PAGRI</guess>",PAGRI,mid_game,BRAVA
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:","<think>Let me begin with a word that has high-frequency letters like E, A, R, S, and T.</think><guess>UNITY</guess>",UNITY,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:","<think>Let me begin with a word that has high-frequency letters like E, A, R, S, and T.</think><guess>RUDDY</guess>",RUDDY,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
LETCH: L(x) E(x) T(-) C(x) H(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>The word contains T but in different positions. I can eliminate C, L, H. Let me choose a word that satisfies these constraints.</think><guess>PORTS</guess>",PORTS,mid_game,TANKA
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
IDOLA: I(-) D(x) O(x) L(x) A(-)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>The word contains I, A but in different positions. I can eliminate D, L, O. Let me choose a word that satisfies these constraints.</think><guess>TAMIN</guess>",TAMIN,mid_game,AURIS
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:",<think>I'll choose a word with common letters in typical positions for English words.</think><guess>CANST</guess>,CANST,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
SAPID: S(-) A(x) P(x) I(x) D(x)
POOCH: P(x) O(x) O(x) C(x) H(-)
LAVER: L(-) A(x) V(x) E(-) R(x)
CLINT: C(x) L(-) I(x) N(x) T(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>Combining all the position and letter information, I can deduce the most probable answer.</think><guess>HELMS</guess>",HELMS,late_game,HELMS
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
RAKER: R(✓) A(x) K(x) E(-) R(-)
QUIET: Q(x) U(x) I(x) E(-) T(x)
PENDS: P(x) E(✓) N(x) D(x) S(x)
QUATE: Q(x) U(x) A(x) T(x) E(-)
RADAR: R(✓) A(x) D(x) A(x) R(-)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>With so many constraints identified, there are only a handful of valid words remaining. I'll pick the one that best fits.</think><guess>REFRY</guess>",REFRY,late_game,REFRY
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
PIMAS: P(x) I(-) M(x) A(x) S(x)
CHAFE: C(x) H(x) A(x) F(x) E(x)
DOMAL: D(x) O(-) M(x) A(x) L(✓)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>I know L is at position 5. The word contains I, O but in different positions. I can eliminate D, F, S. Let me choose a word that satisfies these constraints.</think><guess>BROIL</guess>",BROIL,mid_game,BROIL
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
HESTS: H(x) E(-) S(x) T(x) S(x)
YAWEY: Y(x) A(x) W(x) E(✓) Y(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>I know E is at position 4. The word contains E but in different positions. I can eliminate Y, T, S. Let me choose a word that satisfies these constraints.</think><guess>LIKEN</guess>",LIKEN,mid_game,MURED
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
DAWKS: D(x) A(-) W(x) K(x) S(✓)
COMIC: C(x) O(x) M(x) I(x) C(x)
SNUSH: S(-) N(x) U(x) S(x) H(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>I know S is at position 5. The word contains S, A but in different positions. I can eliminate D, U, K. Let me choose a word that satisfies these constraints.</think><guess>RYALS</guess>",RYALS,mid_game,RYALS
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
ASDIC: A(x) S(x) D(x) I(x) C(-)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>The word contains C but in different positions. I can eliminate D, S, A. Let me choose a word that satisfies these constraints.</think><guess>UNCOY</guess>",UNCOY,mid_game,CRYPT
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
TAISH: T(x) A(-) I(x) S(-) H(x)
ELFED: E(-) L(x) F(-) E(x) D(x)
WHINY: W(x) H(x) I(x) N(x) Y(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>The word contains E, F but in different positions. I can eliminate D, Y, T. Let me choose a word that satisfies these constraints.</think><guess>FEARS</guess>",FEARS,mid_game,FEARS
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
TULES: T(-) U(x) L(x) E(x) S(x)
EJECT: E(x) J(x) E(x) C(x) T(✓)
NIQAB: N(✓) I(✓) Q(x) A(x) B(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>I know T is at position 5, N is at position 1. The word contains T but in different positions. I can eliminate U, J, Q. Let me choose a word that satisfies these constraints.</think><guess>NIGHT</guess>",NIGHT,mid_game,NIGHT
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
KIDGE: K(x) I(x) D(-) G(x) E(x)
OLIOS: O(-) L(x) I(x) O(x) S(✓)
PIPER: P(x) I(x) P(x) E(x) R(x)
GULAG: G(x) U(x) L(x) A(✓) G(x)
GOOFY: G(x) O(✓) O(x) F(x) Y(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>After eliminating so many options, the answer should be clear from the remaining constraints.</think><guess>DOSAS</guess>",DOSAS,late_game,DOSAS
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
SHOLA: S(-) H(-) O(x) L(-) A(-)
PASPY: P(x) A(-) S(-) P(x) Y(x)
ETYMA: E(x) T(x) Y(x) M(x) A(-)
TOUZY: T(x) O(x) U(-) Z(x) Y(x)
VLOGS: V(x) L(-) O(x) G(x) S(✓)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>After eliminating so many options, the answer should be clear from the remaining constraints.</think><guess>HULAS</guess>",HULAS,late_game,HULAS
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
AGAVE: A(x) G(x) A(x) V(x) E(-)
RIVED: R(x) I(✓) V(x) E(✓) D(x)
ZAXES: Z(x) A(x) X(x) E(✓) S(✓)
SEVER: S(-) E(x) V(x) E(✓) R(x)
EASEL: E(x) A(x) S(-) E(✓) L(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>Based on all the feedback, I can narrow down the possibilities to very few words. Let me choose the most likely candidate.</think><guess>TIMES</guess>",TIMES,late_game,TIMES
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
STOAE: S(✓) T(x) O(x) A(-) E(x)
DAWTS: D(-) A(✓) W(x) T(x) S(✓)
BREER: B(x) R(x) E(x) E(x) R(x)
ROGUE: R(x) O(x) G(x) U(x) E(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>Combining all the position and letter information, I can deduce the most probable answer.</think><guess>SADIS</guess>",SADIS,late_game,SADIS
